,0
JD,2459896
Date,11-12-2022
LST Range,22.953 -- 8.904 hours
X-Engine Status,Y Y Y Y Y Y Y Y 
Number of Files,1849
Total Number of Antennas,201
 ,
OPERATIONAL STATUS SUMMARY,
Antenna A Priori Status Count,dish_maintenance: 7 dish_ok: 1 RF_maintenance: 54 RF_ok: 19 digital_ok: 96 not_connected: 24
Commanded Signal Source,None
Antennas in Commanded State (reported),0 / 201 (0.0%)
Antennas in Commanded State (observed),0 / 201 (0.0%)
Cross-Polarized Antennas,
Total Number of Nodes,18
Nodes Registering 0s,N20
Nodes Not Correlating,"N05, N07, N14"
  ,
NIGHTLY ANALYSIS SUMMARY,
Ant Metrics Done?,Y
Ant Metrics Flagged Antennas,89 / 201 (44.3%)
Auto Metrics Done?,Y
Auto Metrics Flagged Antennas,127 / 201 (63.2%)
Redcal Done?,N
Never Flagged Antennas,59 / 201 (29.4%)
A Priori Good Antennas Flagged,"63 / 96 total a priori good antennas: 3, 7, 9, 15, 19, 21, 29, 30, 37, 38, 44, 45, 51, 53, 54, 55, 56, 59, 68, 71, 81, 83, 84, 86, 88, 94, 98, 99, 100, 101, 103, 107, 108, 109, 111, 116, 117, 118, 121, 122, 123, 136, 140, 142, 143, 144, 146, 147, 158, 161, 162, 163, 164, 165, 170, 183, 184, 185, 186, 187, 189, 190, 191"
A Priori Bad Antennas Not Flagged,"26 / 105 total a priori bad antennas: 8, 35, 48, 49, 61, 62, 64, 79, 89, 95, 115, 120, 125, 132, 139, 148, 149, 168, 207, 220, 221, 223, 238, 324, 325, 333"
