,0
JD,2459882
Date,10-29-2022
LST Range,22.029 -- 7.986 hours
X-Engine Status,Y Y Y Y Y Y Y Y 
Number of Files,1850
Total Number of Antennas,201
 ,
OPERATIONAL STATUS SUMMARY,
Antenna A Priori Status Count,dish_maintenance: 7 dish_ok: 1 RF_maintenance: 54 RF_ok: 19 digital_ok: 96 not_connected: 24
Commanded Signal Source,None
Antennas in Commanded State (reported),0 / 201 (0.0%)
Antennas in Commanded State (observed),0 / 201 (0.0%)
Cross-Polarized Antennas,
Total Number of Nodes,18
Nodes Registering 0s,N20
Nodes Not Correlating,
  ,
NIGHTLY ANALYSIS SUMMARY,
Ant Metrics Done?,Y
Ant Metrics Flagged Antennas,78 / 201 (38.8%)
Auto Metrics Done?,Y
Auto Metrics Flagged Antennas,178 / 201 (88.6%)
Redcal Done?,N
Never Flagged Antennas,23 / 201 (11.4%)
A Priori Good Antennas Flagged,"76 / 96 total a priori good antennas: 3, 7, 10, 15, 17, 19, 20, 21, 30, 31, 37, 38, 42, 44, 45, 51, 53, 54, 55, 56, 59, 66, 67, 68, 71, 72, 81, 84, 86, 88, 93, 94, 98, 99, 101, 103, 106, 107, 108, 109, 111, 116, 117, 118, 121, 122, 123, 128, 130, 136, 140, 141, 142, 143, 144, 146, 147, 158, 160, 161, 162, 164, 165, 167, 169, 170, 181, 183, 184, 185, 186, 187, 189, 190, 191, 202"
A Priori Bad Antennas Not Flagged,"3 / 105 total a priori bad antennas: 4, 89, 168"
