,0
JD,2459817
Date,8-25-2022
LST Range,17.767 -- 19.767 hours
X-Engine Status,Y Y Y Y Y Y Y Y 
Number of Files,372
Total Number of Antennas,147
 ,
OPERATIONAL STATUS SUMMARY,
Antenna A Priori Status Count,dish_maintenance: 3 RF_maintenance: 32 RF_ok: 11 digital_maintenance: 3 digital_ok: 95 not_connected: 3
Commanded Signal Source,
Antennas in Commanded State,0 / 147 (0.0%)
Cross-Polarized Antennas,
Total Number of Nodes,15
Nodes Registering 0s,N18
Nodes Not Correlating,"N10, N12"
  ,
NIGHTLY ANALYSIS SUMMARY,
Ant Metrics Done?,Y
Ant Metrics Flagged Antennas,59 / 147 (40.1%)
Auto Metrics Done?,Y
Auto Metrics Flagged Antennas,85 / 147 (57.8%)
Redcal Done?,Y
Redcal Flagged Antennas,21 / 147 (14.3%)
Never Flagged Antennas,26 / 147 (17.7%)
A Priori Good Antennas Flagged,"71 / 95 total a priori good antennas: 3, 5, 9, 17, 19, 20, 21, 37, 40, 41, 42, 45, 53, 54, 55, 56, 67, 68, 69, 71, 72, 73, 81, 84, 85, 86, 88, 91, 93, 94, 99, 101, 103, 105, 106, 107, 108, 109, 111, 112, 118, 121, 122, 123, 127, 128, 129, 130, 140, 141, 142, 143, 144, 156, 157, 158, 160, 161, 165, 167, 169, 170, 176, 177, 178, 179, 181, 187, 189, 190, 191"
A Priori Bad Antennas Not Flagged,"2 / 52 total a priori bad antennas: 82, 90"
